PRAGMA foreign_keys=OFF;
BEGIN TRANSACTION;
CREATE TABLE IF NOT EXISTS "light" (
	"id" INTEGER PRIMARY KEY,
	"name" TEXT,
	"r" REAL DEFAULT(1.0),
	"g" REAL DEFAULT(1.0),
	"b" REAL DEFAULT(1.0),
	"radius" REAL DEFAULT(1.0)
);
INSERT INTO light VALUES(1,'tiny white',1.0,1.0,1.0,1.0);
INSERT INTO light VALUES(2,'small white',1.0,1.0,1.0,2.0);
INSERT INTO light VALUES(3,'small white',1.0,1.0,1.0,3.0);
INSERT INTO light VALUES(4,'small white',1.0,1.0,1.0,4.0);
INSERT INTO light VALUES(5,'medium white',1.0,1.0,1.0,5.0);
INSERT INTO light VALUES(6,'medium white',1.0,1.0,1.0,6.0);
INSERT INTO light VALUES(7,'medium white',1.0,1.0,1.0,7.0);
INSERT INTO light VALUES(8,'large white',1.0,1.0,1.0,8.0);
INSERT INTO light VALUES(9,'large white',1.0,1.0,1.0,9.0);
INSERT INTO light VALUES(10,'large white',1.0,1.0,1.0,10.0);
INSERT INTO light VALUES(11,'tiny dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,1.0);
INSERT INTO light VALUES(12,'small dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,2.0);
INSERT INTO light VALUES(13,'small dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,3.0);
INSERT INTO light VALUES(14,'small dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,4.0);
INSERT INTO light VALUES(15,'medium dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,5.0);
INSERT INTO light VALUES(16,'medium dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,6.0);
INSERT INTO light VALUES(17,'medium dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,7.0);
INSERT INTO light VALUES(18,'large dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,8.0);
INSERT INTO light VALUES(19,'large dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,9.0);
INSERT INTO light VALUES(20,'large dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,10.0);
INSERT INTO light VALUES(21,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,2.0);
INSERT INTO light VALUES(22,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,3.0);
INSERT INTO light VALUES(23,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,4.0);
INSERT INTO light VALUES(24,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,5.0);
INSERT INTO light VALUES(25,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,6.0);
INSERT INTO light VALUES(26,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,7.0);
INSERT INTO light VALUES(27,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,8.0);
INSERT INTO light VALUES(28,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,9.0);
INSERT INTO light VALUES(29,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,10.0);
INSERT INTO light VALUES(30,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,11.0);
INSERT INTO light VALUES(31,'tiny dim red',1.0,0.29999999999999998889,0.29999999999999998889,1.0);
INSERT INTO light VALUES(32,'small dim red',1.0,0.29999999999999998889,0.29999999999999998889,2.0);
INSERT INTO light VALUES(33,'small dim red',1.0,0.29999999999999998889,0.29999999999999998889,3.0);
INSERT INTO light VALUES(34,'red',1.0,0.29999999999999998889,0.29999999999999998889,4.0);
INSERT INTO light VALUES(35,'red',1.0,0.29999999999999998889,0.29999999999999998889,5.0);
INSERT INTO light VALUES(36,'red',1.0,0.29999999999999998889,0.29999999999999998889,6.0);
INSERT INTO light VALUES(37,'red',1.0,0.29999999999999998889,0.29999999999999998889,7.0);
INSERT INTO light VALUES(38,'red',1.0,0.29999999999999998889,0.29999999999999998889,8.0);
INSERT INTO light VALUES(39,'red',1.0,0.29999999999999998889,0.29999999999999998889,9.0);
INSERT INTO light VALUES(40,'red',1.0,0.29999999999999998889,0.29999999999999998889,10.0);
INSERT INTO light VALUES(41,'green',0.29999999999999998889,1.0,0.29999999999999998889,1.0);
INSERT INTO light VALUES(42,'green',0.29999999999999998889,1.0,0.29999999999999998889,2.0);
INSERT INTO light VALUES(43,'green',0.29999999999999998889,1.0,0.29999999999999998889,3.0);
INSERT INTO light VALUES(44,'green',0.29999999999999998889,1.0,0.29999999999999998889,4.0);
INSERT INTO light VALUES(45,'green',0.29999999999999998889,1.0,0.29999999999999998889,5.0);
INSERT INTO light VALUES(46,'green',0.29999999999999998889,1.0,0.29999999999999998889,6.0);
INSERT INTO light VALUES(47,'green',0.29999999999999998889,1.0,0.29999999999999998889,7.0);
INSERT INTO light VALUES(48,'green',0.29999999999999998889,1.0,0.29999999999999998889,8.0);
INSERT INTO light VALUES(49,'green',0.29999999999999998889,1.0,0.29999999999999998889,9.0);
INSERT INTO light VALUES(50,'green',0.29999999999999998889,1.0,0.29999999999999998889,10.0);
CREATE TABLE IF NOT EXISTS "damagetype" (
	"id" INTEGER PRIMARY KEY,
	"name" TEXT
, "color" TEXT);
INSERT INTO item VALUES(183,8,0,0,0,0,6,'Poison Ring III','textures/items/ring.png','',0,0,1,0,5,0.0,1,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(184,8,0,0,0,0,7,'Bleed Ring I','textures/items/ring.png','',0,200,1,0,5,0.0,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(185,8,0,0,0,0,7,'Bleed Ring II','textures/items/ring.png','',0,0,1,0,5,0.0,1,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(186,8,0,0,0,0,7,'Bleed Ring III','textures/items/ring.png','',0,0,1,0,5,0.0,1,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(187,8,0,0,0,0,8,'Stun Ring I','textures/items/ring.png','',0,100,1,0,5,0.0,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(188,8,0,0,0,0,8,'Stun Ring II','textures/items/ring.png','',0,0,1,0,5,0.0,1,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(189,8,0,0,0,0,8,'Stun Ring III','textures/items/ring.png','',0,0,1,0,5,0.0,1,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(190,5,2,0,0,0,0,'Silver Edge','textures/items/short_sword.png','Proc_Haste',0,2400,1,20,50,3.0,1,180,250,0,0,0,0,0,0,0,0,10,0,0,0,15,0,0,'',0,0.0);
INSERT INTO item VALUES(191,10,0,1,1,0,0,'Teleport Scroll','textures/items/scroll.png','Item_TeleportScroll',0,20,1,0,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(192,10,2,2,2,0,0,'Poison Knives','textures/items/poison_knives.png','Item_PoisonKnives',0,20,1,20,0,10.0,1,50,150,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(193,10,0,8,3,0,0,'Swamp Glob','textures/items/swamp_glob.png','Item_SwampGlob',0,35,1,30,0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(194,3,0,0,0,0,6,'Black Vest','textures/items/black_vest.png','',0,200,1,0,50,0.0,1,0,0,2,1,0,10,0,0,0,0,10,5,0,0,0,0,0,'',4,0.0);
INSERT INTO item VALUES(195,3,0,0,0,0,8,'Iron Armor','textures/items/iron_armor.png','',0,500,1,0,15,0.0,1,0,0,15,4,0,6,0,0,0,0,-10,-10,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(196,3,0,0,0,0,8,'Steel Armor','textures/items/steel_armor.png','',0,2000,1,0,50,0.0,1,0,0,18,8,0,10,0,0,0,0,-10,-10,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(197,4,0,0,0,0,6,'Black Slippers','textures/items/black_slippers.png','',0,120,1,0,50,0.0,1,0,0,1,0,0,4,0,0,0,0,5,10,0,0,0,0,0,'',2,0.0);
INSERT INTO item VALUES(198,4,0,0,0,0,8,'Metal Boots','textures/items/metal_boots.png','',0,300,1,0,20,0.0,1,0,0,6,0,0,4,0,0,0,0,-3,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(199,4,0,0,0,0,8,'Iron Boots','textures/items/iron_boots.png','',0,125,1,0,15,0.0,1,0,0,7,0,0,3,0,0,0,0,-5,-5,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(200,4,0,0,0,0,8,'Steel Boots','textures/items/steel_boots.png','',0,450,1,0,50,0.0,1,0,0,8,0,0,5,0,0,0,0,-5,-5,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(201,2,0,0,0,0,8,'Bronze Helm','textures/items/bronze_helm.png','',0,75,1,0,10,0.0,1,0,0,5,0,0,2,0,0,0,0,-2,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(202,2,0,0,0,0,8,'Metal Helm','textures/items/metal_helm.png','',0,400,1,0,20,0.0,1,0,0,6,0,0,4,0,0,0,0,-2,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(203,2,0,0,0,0,8,'Steel Helm','textures/items/steel_helm.png','',0,650,1,0,50,0.0,1,0,0,9,0,0,5,0,0,0,0,-5,-5,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(204,2,0,0,0,0,6,'Cloth Hood','textures/items/cloth_hood.png','',0,20,1,0,10,0.0,1,0,0,0,0,0,2,0,0,0,0,5,5,0,0,0,0,0,'',2,0.0);
INSERT INTO item VALUES(205,2,0,0,0,0,6,'Black Hood','textures/items/black_hood.png','',0,80,1,0,50,0.0,1,0,0,1,0,0,4,0,0,0,0,5,5,0,0,0,0,0,'',2,0.0);
INSERT INTO item VALUES(206,7,2,0,0,0,0,'Metal Shield','textures/items/metal_shield.png','',0,750,1,0,20,0.0,1,150,325,0,15,0,0,0,0,0,0,-10,-5,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(207,7,2,0,0,0,0,'Iron Shield','textures/items/iron_shield.png','',0,250,1,0,15,0.0,1,50,125,0,20,0,0,0,0,0,0,-20,-10,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(208,7,2,0,0,0,0,'Steel Shield','textures/items/steel_shield.png','',0,1500,1,0,50,0.0,1,300,750,0,30,0,0,0,0,0,0,-20,-10,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(209,4,0,0,0,0,0,'Mage Slippers','textures/items/mage_slippers.png','',0,35,1,0,10,0.0,1,0,0,1,0,0,0,5,20,0,0,0,5,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(210,4,0,0,0,0,0,'Wizard Slippers','textures/items/wizard_slippers.png','',0,140,1,0,50,0.0,1,0,0,2,0,0,0,20,40,0,1,0,5,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(211,8,0,0,0,0,0,'Ring','textures/items/ring.png','',0,50,1,0,50,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(212,6,2,0,0,0,0,'Dark Staff','textures/items/dark_staff.png','Proc_Mana',0,65,1,25,10,0.0,1,10,50,0,0,0,0,0,50,0,2,0,0,0,0,15,1,0,'',0,0.0);
INSERT INTO item VALUES(213,6,3,0,0,0,0,'Demon Stick','textures/items/demon_stick.png','Proc_Mana',0,800,1,50,20,0.0,1,50,120,0,5,0,0,0,250,0,6,0,0,0,0,15,1,1,'',0,0.0);
INSERT INTO item VALUES(214,8,0,0,0,0,0,'Warm Ring','textures/items/warm_ring.png','',0,800,1,0,50,0.0,1,0,0,0,0,0,0,35,0,3,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(215,10,0,2,2,0,0,'Fire Dust','textures/items/fire_dust.png','Item_FireDust',0,20,1,25,0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(216,13,0,0,1,0,0,'Prisoner Key','textures/items/key1.png','',0,10000,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(217,9,0,0,0,0,0,'Lucky Amulet','textures/items/amulet_gold.png','',0,1000,1,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(218,7,0,0,0,0,0,'Gauntlet','textures/items/gauntlet.png','',0,35,1,0,10,0.0,1,0,0,0,3,2,0,0,0,0,0,10,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(219,13,0,0,1,0,0,'Lighthouse Key','textures/items/key2.png','',0,150,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(220,10,0,1,1,0,0,'Torch','textures/items/torch.png','Item_Torch',0,15,1,3,0,60.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(221,11,0,0,0,0,0,'Game Token','textures/items/token.png','',0,10,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(222,10,0,1,1,0,0,'Medium Torch','textures/items/medium_torch.png','Item_Torch',0,35,1,5,0,120.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(223,10,0,1,1,0,0,'Large Torch','textures/items/large_torch.png','Item_Torch',0,75,1,8,0,179.99999999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(224,10,0,1,1,0,0,'Bright Potion','textures/items/bright_potion.png','Item_BrightPotion',0,200,1,720,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(225,10,0,1,1,0,0,'Dark Potion','textures/items/dark_potion.png','Item_DarkPotion',0,400,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(226,12,0,0,1,5,0,'Skill Point I','textures/items/skillpoint1.png','Item_SkillPoint',0,250,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(227,12,0,0,1,6,0,'Skill Point II','textures/items/skillpoint1.png','Item_SkillPoint',0,500,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(228,12,0,0,1,7,0,'Skill Point III','textures/items/skillpoint1.png','Item_SkillPoint',0,1000,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(229,12,0,0,1,8,0,'Skill Point IV','textures/items/skillpoint1.png','Item_SkillPoint',0,2500,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(230,12,0,0,1,9,0,'Skill Point V','textures/items/skillpoint2.png','Item_SkillPoint',0,5000,0,2,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(231,9,0,0,0,0,0,'Mythical Amulet','textures/items/amulet_purple.png','',0,2000,1,0,20,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,'',0,0.0);
INSERT INTO item VALUES(232,13,0,0,1,0,0,'Dungeon Key','textures/items/key0.png','',0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(233,10,0,2,2,0,0,'Lava Sludge','textures/items/lava_sludge.png','Item_LavaSludge',0,100,1,60,0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(234,8,0,0,0,0,3,'Negative Fire Ring I','textures/items/ring.png','',0,0,1,0,5,0.0,1,0,0,0,0,0,-25,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(235,8,0,0,0,0,4,'Negative Cold Ring I','textures/items/ring.png','',0,0,1,0,5,0.0,1,0,0,0,0,0,-25,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(236,8,0,0,0,0,5,'Negative Lightning Ring I','textures/items/ring.png','',0,0,1,0,5,0.0,1,0,0,0,0,0,-25,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(237,10,0,2,2,0,0,'Bone','textures/items/bone.png','Item_Bone',0,50,1,75,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(238,13,0,0,1,0,0,'Lost Key','textures/items/key1.png','',0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(239,13,0,0,0,0,0,'Bridge Key','textures/items/key2.png','',0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(240,10,0,1,2,0,0,'Stinger','textures/items/stinger.png','Item_Stinger',0,80,1,15,0,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(241,5,2,0,0,0,0,'Light Blade','textures/items/light_blade.png','Proc_Haste',0,12000,1,30,50,3.0,1,400,900,0,0,0,0,0,0,0,0,15,5,0,0,15,0,0,'',0,0.0);
INSERT INTO item VALUES(242,14,2,0,0,0,0,'Moon Blade','textures/items/moon_blade.png','Proc_Bleed',0,8000,1,80,50,5.0,1,360,360,0,10,40,0,0,20,0,0,40,0,0,0,20,0,0,'',0,0.0);
INSERT INTO item VALUES(243,5,2,0,0,0,0,'Arcane Wand','textures/items/arcane_wand.png','Proc_Mana',0,7500,1,100,50,0.0,1,150,250,0,0,0,0,0,500,0,10,0,0,0,0,15,1,2,'',0,0.0);
INSERT INTO item VALUES(244,6,2,0,0,0,0,'Greatsword','textures/items/greatsword.png','Proc_Empowered',0,25000,1,25,50,5.0,1,1400,2500,-10,0,0,0,0,0,0,0,-20,-5,0,0,15,0,0,'',0,0.0);
INSERT INTO item VALUES(245,5,2,0,0,0,0,'Spider Sword','textures/items/spider_sword.png','Proc_Slow',0,350,1,30,20,3.0,1,70,130,0,0,0,0,0,0,0,0,5,0,0,0,15,0,0,'',0,0.0);
INSERT INTO item VALUES(246,5,2,0,0,0,0,'Venom Blade','textures/items/venom_blade.png','Proc_Poison',0,1200,1,80,50,10.0,1,110,220,0,0,0,0,0,0,0,0,5,0,0,0,15,0,0,'',0,0.0);
INSERT INTO item VALUES(247,10,0,1,3,0,0,'Glowing Salve','textures/items/glowing_salve.png','Item_HealingSalve',0,500,1,600,0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(248,10,0,1,3,0,0,'Glowing Cider','textures/items/glowing_cider.png','Item_ManaCider',0,750,1,250,0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(249,10,0,1,1,0,0,'Potion of Unlearning','textures/items/purple_potion.png','Item_RespecPotion',0,10,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(250,13,0,0,0,0,0,'Storage Key','textures/items/key0.png','',0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(251,13,0,0,0,0,0,'Graveyard Key','textures/items/key1.png','',0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(252,13,0,0,0,0,0,'Secret Key','textures/items/key0.png','',0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(253,11,0,0,0,0,0,'Rebirth Token','textures/items/rebirth_token.png','',0,5000,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(254,10,0,1,1,0,0,'Eternal Strength','textures/items/eternal_strength.png','Item_EternalStrength',0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(255,10,0,1,1,0,0,'Eternal Guard','textures/items/eternal_guard.png','Item_EternalGuard',0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(256,10,0,1,1,0,0,'Eternal Fortitude','textures/items/eternal_fortitude.png','Item_EternalFortitude',0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(257,10,0,1,1,0,0,'Eternal Spirit','textures/items/eternal_spirit.png','Item_EternalSpirit',0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(258,10,0,1,1,0,0,'Eternal Wisdom','textures/items/eternal_wisdom.png','Item_EternalWisdom',0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(259,10,0,1,1,0,0,'Eternal Wealth','textures/items/eternal_wealth.png','Item_EternalWealth',0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(260,10,0,1,1,0,0,'Eternal Alacrity','textures/items/eternal_alacrity.png','Item_EternalAlacrity',0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(261,10,0,1,1,0,0,'Eternal Knowledge','textures/items/eternal_knowledge.png','Item_EternalKnowledge',0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(262,13,0,0,0,0,0,'Timeless Key','textures/items/key1.png','',0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(263,4,0,0,0,0,0,'Dimensional Slippers','textures/items/dimensional_slippers.png','Item_DiagonalMovement',0,500,1,0,50,0.0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(264,13,0,0,0,0,0,'Hideout Key','textures/items/key0.png','',0,250,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(265,14,2,0,0,0,7,'Bloodletter','textures/items/bloodletter.png','Proc_Bloodlet',0,2000,1,50,50,5.0,1,220,220,0,8,35,15,0,0,0,0,30,0,0,0,20,0,0,'',0,0.0);
INSERT INTO item VALUES(266,5,2,0,0,0,3,'Flamuss','textures/items/flamuss.png','Proc_Ignite',0,20000,1,500,50,6.0,1,600,1200,0,0,0,15,0,0,0,0,0,0,0,0,25,0,0,'',0,0.0);
INSERT INTO item VALUES(267,13,0,0,0,0,0,'City Key','textures/items/key2.png','',0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(268,13,0,0,0,0,0,'Library Key','textures/items/key0.png','',0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(269,15,0,0,0,0,0,'Torn Map','textures/items/map.png','',0,100,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'textures/map_nearest/choria.png',0,0.0);
INSERT INTO item VALUES(270,10,3,4,2,0,0,'Firebomb','textures/items/firebomb.png','Item_Firebomb',0,25,1,50,0,5.0,1,75,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(271,4,0,0,0,0,3,'Lava Boots','textures/items/lava_boots.png','Item_LavaProtection',0,1500,1,0,50,0.0,1,0,0,3,10,0,25,0,0,0,0,0,-20,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(272,13,0,0,0,0,0,'Garden Key','textures/items/key2.png','',0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(273,8,0,0,0,0,4,'Elusive One','textures/items/ghostly_ring.png','Item_ElusiveRing',0,40000,1,0,5,0.0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,'',20,0.0);
INSERT INTO item VALUES(274,12,0,0,1,10,0,'Skill Point VI','textures/items/skillpoint2.png','Item_SkillPoint',0,10000,0,2,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(275,12,0,0,1,11,0,'Skill Point VII','textures/items/skillpoint2.png','Item_SkillPoint',0,25000,0,2,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(276,12,0,0,1,12,0,'Skill Point VIII','textures/items/skillpoint3.png','Item_SkillPoint',0,50000,0,3,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(277,12,0,0,1,13,0,'Skill Point IX','textures/items/skillpoint3.png','Item_SkillPoint',0,100000,0,3,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(278,12,0,0,1,14,0,'Skill Point X','textures/items/skillpoint4.png','Item_SkillPoint',0,250000,0,4,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0.0);
INSERT INTO item VALUES(279,15,0,0,0,0,0,'Better Map','textures/items/map.png','',0,250,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'textures/map_nearest/choria_better.png',0,0.0);
INSERT INTO item VALUES(280,15,0,0,0,0,0,'Raj''s Hiding Place','textures/items/map.png','',0,500,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'textures/map_nearest/gob.png',0,0.0);
INSERT INTO item VALUES(281,15,0,0,0,0,0,'Sandy Map','textures/items/map.png','',0,250,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'textures/map_nearest/krab.png',0,0.0);
INSERT INTO item VALUES(282,15,0,0,0,0,0,'Slimy Map','textures/items/map.png','',0,500,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'textures/map_nearest/slime.png',0,0.0);
